+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                                                                                               ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; AVALON_DC_FIFO_RX_TOP|rst_controller|alt_rst_sync_uq1                                                                                                                                                                                                                                                                                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_RX_TOP|rst_controller                                                                                                                                                                                                                                                                                                    ; 33    ; 31             ; 0            ; 31             ; 1      ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_RX_TOP|dc_fifo|read_crosser                                                                                                                                                                                                                                                                                              ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_RX_TOP|dc_fifo|write_crosser                                                                                                                                                                                                                                                                                             ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_RX_TOP|dc_fifo                                                                                                                                                                                                                                                                                                           ; 142   ; 72             ; 0            ; 72             ; 66     ; 72              ; 72            ; 72              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_RX_TOP                                                                                                                                                                                                                                                                                                                   ; 70    ; 2              ; 0            ; 2              ; 66     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP_2|rst_controller_001|alt_rst_req_sync_uq1                                                                                                                                                                                                                                                                         ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP_2|rst_controller_001|alt_rst_sync_uq1                                                                                                                                                                                                                                                                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP_2|rst_controller_001                                                                                                                                                                                                                                                                                              ; 33    ; 31             ; 0            ; 31             ; 1      ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP_2|rst_controller|alt_rst_req_sync_uq1                                                                                                                                                                                                                                                                             ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP_2|rst_controller|alt_rst_sync_uq1                                                                                                                                                                                                                                                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP_2|rst_controller                                                                                                                                                                                                                                                                                                  ; 33    ; 31             ; 0            ; 31             ; 1      ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP_2|dc_fifo|read_crosser                                                                                                                                                                                                                                                                                            ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP_2|dc_fifo|write_crosser                                                                                                                                                                                                                                                                                           ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP_2|dc_fifo                                                                                                                                                                                                                                                                                                         ; 142   ; 72             ; 0            ; 72             ; 66     ; 72              ; 72            ; 72              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP_2                                                                                                                                                                                                                                                                                                                 ; 70    ; 0              ; 0            ; 0              ; 66     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP|rst_controller_001|alt_rst_req_sync_uq1                                                                                                                                                                                                                                                                           ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP|rst_controller_001|alt_rst_sync_uq1                                                                                                                                                                                                                                                                               ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP|rst_controller_001                                                                                                                                                                                                                                                                                                ; 33    ; 31             ; 0            ; 31             ; 1      ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP|rst_controller|alt_rst_req_sync_uq1                                                                                                                                                                                                                                                                               ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP|rst_controller|alt_rst_sync_uq1                                                                                                                                                                                                                                                                                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP|rst_controller                                                                                                                                                                                                                                                                                                    ; 33    ; 31             ; 0            ; 31             ; 1      ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP|dc_fifo|read_crosser                                                                                                                                                                                                                                                                                              ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP|dc_fifo|write_crosser                                                                                                                                                                                                                                                                                             ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP|dc_fifo                                                                                                                                                                                                                                                                                                           ; 142   ; 72             ; 0            ; 72             ; 66     ; 72              ; 72            ; 72              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_DC_FIFO_TX_TOP                                                                                                                                                                                                                                                                                                                   ; 70    ; 0              ; 0            ; 0              ; 66     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_SYSCTRL_TOP_|rst_controller|alt_rst_req_sync_uq1                                                                                                                                                                                                                                                                                 ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_SYSCTRL_TOP_|rst_controller|alt_rst_sync_uq1                                                                                                                                                                                                                                                                                     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_SYSCTRL_TOP_|rst_controller                                                                                                                                                                                                                                                                                                      ; 33    ; 31             ; 0            ; 31             ; 2      ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_SYSCTRL_TOP_|mm_interconnect_0|onchip_memory2_0_s1_translator                                                                                                                                                                                                                                                                    ; 108   ; 8              ; 16           ; 8              ; 81     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_SYSCTRL_TOP_|mm_interconnect_0|mm_bridge_m0_translator                                                                                                                                                                                                                                                                           ; 109   ; 11             ; 2            ; 11             ; 101    ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_SYSCTRL_TOP_|mm_interconnect_0                                                                                                                                                                                                                                                                                                   ; 98    ; 0              ; 0            ; 0              ; 81     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_SYSCTRL_TOP_|onchip_memory2_0|the_altsyncram|auto_generated                                                                                                                                                                                                                                                                      ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_SYSCTRL_TOP_|onchip_memory2_0                                                                                                                                                                                                                                                                                                    ; 50    ; 0              ; 1            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_SYSCTRL_TOP_|mm_bridge                                                                                                                                                                                                                                                                                                           ; 100   ; 0              ; 2            ; 0              ; 98     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_SYSCTRL_TOP_                                                                                                                                                                                                                                                                                                                     ; 66    ; 1              ; 0            ; 1              ; 35     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_MON_TOP_2|rst_controller|alt_rst_req_sync_uq1                                                                                                                                                                                                                                                                                    ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_MON_TOP_2|rst_controller|alt_rst_sync_uq1                                                                                                                                                                                                                                                                                        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_MON_TOP_2|rst_controller                                                                                                                                                                                                                                                                                                         ; 33    ; 31             ; 0            ; 31             ; 2      ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_MON_TOP_2|mm_interconnect_0|onchip_memory2_0_s1_translator                                                                                                                                                                                                                                                                       ; 108   ; 8              ; 14           ; 8              ; 83     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_MON_TOP_2|mm_interconnect_0|mm_bridge_m0_translator                                                                                                                                                                                                                                                                              ; 109   ; 11             ; 2            ; 11             ; 101    ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_MON_TOP_2|mm_interconnect_0                                                                                                                                                                                                                                                                                                      ; 98    ; 0              ; 0            ; 0              ; 83     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_MON_TOP_2|onchip_memory2_0|MON                                                                                                                                                                                                                                                                                                   ; 164   ; 0              ; 73           ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_MON_TOP_2|onchip_memory2_0|the_altsyncram|auto_generated                                                                                                                                                                                                                                                                         ; 49    ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_MON_TOP_2|onchip_memory2_0                                                                                                                                                                                                                                                                                                       ; 171   ; 0              ; 1            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_MON_TOP_2|mm_bridge                                                                                                                                                                                                                                                                                                              ; 100   ; 0              ; 2            ; 0              ; 98     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_MON_TOP_2                                                                                                                                                                                                                                                                                                                        ; 185   ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_GEN_TOP_2|rst_controller|alt_rst_req_sync_uq1                                                                                                                                                                                                                                                                                    ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_GEN_TOP_2|rst_controller|alt_rst_sync_uq1                                                                                                                                                                                                                                                                                        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_GEN_TOP_2|rst_controller                                                                                                                                                                                                                                                                                                         ; 33    ; 31             ; 0            ; 31             ; 2      ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_GEN_TOP_2|mm_interconnect_0|onchip_memory2_0_s1_translator                                                                                                                                                                                                                                                                       ; 108   ; 8              ; 14           ; 8              ; 83     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_GEN_TOP_2|mm_interconnect_0|mm_bridge_m0_translator                                                                                                                                                                                                                                                                              ; 109   ; 11             ; 2            ; 11             ; 101    ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_GEN_TOP_2|mm_interconnect_0                                                                                                                                                                                                                                                                                                      ; 98    ; 0              ; 0            ; 0              ; 83     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_GEN_TOP_2|onchip_memory2_0|GEN|prbs_tx3                                                                                                                                                                                                                                                                                          ; 50    ; 0              ; 0            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_GEN_TOP_2|onchip_memory2_0|GEN|prbs_tx2                                                                                                                                                                                                                                                                                          ; 50    ; 0              ; 0            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_GEN_TOP_2|onchip_memory2_0|GEN|prbs_tx1                                                                                                                                                                                                                                                                                          ; 50    ; 0              ; 0            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_GEN_TOP_2|onchip_memory2_0|GEN|prbs_tx0                                                                                                                                                                                                                                                                                          ; 50    ; 0              ; 0            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_GEN_TOP_2|onchip_memory2_0|GEN                                                                                                                                                                                                                                                                                                   ; 110   ; 1              ; 0            ; 1              ; 103    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_GEN_TOP_2|onchip_memory2_0|the_altsyncram|auto_generated                                                                                                                                                                                                                                                                         ; 49    ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_GEN_TOP_2|onchip_memory2_0                                                                                                                                                                                                                                                                                                       ; 117   ; 0              ; 0            ; 0              ; 103    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_GEN_TOP_2|mm_bridge                                                                                                                                                                                                                                                                                                              ; 100   ; 0              ; 2            ; 0              ; 98     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AVALON_GEN_TOP_2                                                                                                                                                                                                                                                                                                                        ; 131   ; 0              ; 0            ; 0              ; 105    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|rst_controller|alt_rst_req_sync_uq1                                                                                                                                                                                                                                                                                        ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|rst_controller|alt_rst_sync_uq1                                                                                                                                                                                                                                                                                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|rst_controller                                                                                                                                                                                                                                                                                                             ; 33    ; 31             ; 0            ; 31             ; 1      ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|mm_interconnect_0|rsp_mux                                                                                                                                                                                                                                                                                                  ; 104   ; 0              ; 2            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|mm_interconnect_0|rsp_demux                                                                                                                                                                                                                                                                                                ; 104   ; 1              ; 2            ; 1              ; 102    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|mm_interconnect_0|cmd_mux                                                                                                                                                                                                                                                                                                  ; 104   ; 0              ; 2            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|mm_interconnect_0|cmd_demux                                                                                                                                                                                                                                                                                                ; 104   ; 1              ; 2            ; 1              ; 102    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ETH10G_TOP_2|mm_interconnect_0|eth_10g_design_example_0_mm_pipeline_bridge_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter_13_1|altera_merlin_burst_adapter_full.the_ba_13_1|the_min|dc_sub|subtract                                                                                                                       ; 15    ; 1              ; 0            ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
